title,heading,content,tokens,context,questions,answers
Water polo at the 2016 Summer Olympics – Women's tournament,Summary,"The women's tournament of Water polo at the 2016 Summer Olympics at Rio de Janeiro, Brazil, began on 9 August and ended on 19 August 2016. Games were held at the Maria Lenk Aquatics Centre and the Olympic Aquatics Stadium.
The United States won the gold medal by defeating Italy 12–5 in the final. Russia captured bronze, beating Hungary 19–18.",81,"Water polo at the 2016 Summer Olympics – Women's tournament
Summary

The women's tournament of Water polo at the 2016 Summer Olympics at Rio de Janeiro, Brazil, began on 9 August and ended on 19 August 2016. Games were held at the Maria Lenk Aquatics Centre and the Olympic Aquatics Stadium.
The United States won the gold medal by defeating Italy 12–5 in the final. Russia captured bronze, beating Hungary 19–18.","1.**Question:** Which team won the gold medal in the women's water polo tournament at the 2016 Summer Olympics, and who did they defeat in the final match?",1.The United States won the gold medal in the women's water polo tournament at the 2016 Summer Olympics by defeating Italy 12–5 in the final match.
Water polo at the 2016 Summer Olympics – Women's qualification,Summary,"The 2016 Women's Water Polo Olympic Qualification Tournament was held at the Groenhovenbad in Gouda, Netherlands, from 21 to 28 March 2016. The top four teams advanced to the Olympics. The mascot of the event was an orange lion in blue clothes called Swimba.",62,"Water polo at the 2016 Summer Olympics – Women's qualification
Summary

The 2016 Women's Water Polo Olympic Qualification Tournament was held at the Groenhovenbad in Gouda, Netherlands, from 21 to 28 March 2016. The top four teams advanced to the Olympics. The mascot of the event was an orange lion in blue clothes called Swimba.","1.**Question:** Where was the 2016 Women's Water Polo Olympic Qualification Tournament held, and what was the mascot of the event?","1.The 2016 Women's Water Polo Olympic Qualification Tournament was held at the Groenhovenbad in Gouda, Netherlands, from 21 to 28 March 2016. The mascot of the event was an orange lion in blue clothes called Swimba."
Water polo at the 2016 Summer Olympics – Women's qualification,Participants,"There were 12 places originally allocated to continental associations in the tournament not already directly qualified to the Olympics – 7 from Europe, 2 from the Americas, 1 from Asia, 1 from Africa, and 1 from Oceania.",47,"Water polo at the 2016 Summer Olympics – Women's qualification
Participants

There were 12 places originally allocated to continental associations in the tournament not already directly qualified to the Olympics – 7 from Europe, 2 from the Americas, 1 from Asia, 1 from Africa, and 1 from Oceania.",1.**Question:** How many places were allocated to the continental associations in the women's water polo tournament at the 2016 Summer Olympics that were not already directly qualified to the Olympics?,1.**Answer:** There were 12 places allocated to the continental associations in the women's water polo tournament at the 2016 Summer Olympics that were not already directly qualified to the Olympics.
Badminton at the 2016 Summer Olympics,Summary,"The badminton tournaments at the 2016 Summer Olympics in Rio de Janeiro took place from 11 to 20 August at the fourth pavilion of Riocentro. A total of 172 athletes competed in five events: men's singles, men's doubles, women's singles, women's doubles, and mixed doubles.
Similar to 2012 format, a combination of group play and knockout stages had been maintained at these Games. In all the doubles tournaments, the Badminton World Federation instituted several changes to the competition rules after the match fixing scandal from the previous Olympics, as all pairs finishing second in their groups would be placed into another draw to determine who they face in the next round, while the top pair in each group must have a fixed position matched to its designated seed in the knockout phase.
The Games made use of about 8,400 shuttlecocks.",175,"Badminton at the 2016 Summer Olympics
Summary

The badminton tournaments at the 2016 Summer Olympics in Rio de Janeiro took place from 11 to 20 August at the fourth pavilion of Riocentro. A total of 172 athletes competed in five events: men's singles, men's doubles, women's singles, women's doubles, and mixed doubles.
Similar to 2012 format, a combination of group play and knockout stages had been maintained at these Games. In all the doubles tournaments, the Badminton World Federation instituted several changes to the competition rules after the match fixing scandal from the previous Olympics, as all pairs finishing second in their groups would be placed into another draw to determine who they face in the next round, while the top pair in each group must have a fixed position matched to its designated seed in the knockout phase.
The Games made use of about 8,400 shuttlecocks.",1.What changes were made to the competition rules for the doubles tournaments in badminton at the 2016 Summer Olympics following the match-fixing scandal from the previous Olympics?,"1.After the match-fixing scandal from the previous Olympics, the Badminton World Federation made changes to the competition rules for the doubles tournaments at the 2016 Summer Olympics. One significant change was that all pairs finishing second in their groups would be placed into another draw to determine who they face in the next round. Additionally, the top pair in each group must have a fixed position matched to its designated seed in the knockout phase."
Badminton at the 2016 Summer Olympics,Qualification,"The Olympic qualification period took place between 4 May 2015 and 1 May 2016, and the Badminton World Federation rankings list, scheduled to publish on 5 May 2016, was used to allocate spots. Unlike the previous Games, nations could only enter a maximum of two players each in the men's and women's singles, if both were ranked in the world's top 16; otherwise, one quota place until the roster of thirty-eight players had been completed. Similar regulations in the singles tournaments also applied to the players competing in the doubles, as the NOCs could only enter a maximum of two pairs if both were ranked in the top eight, while the remaining NOCs were entitled to one until the quota of 16 highest-ranked pairs was filled.
For each player who had qualified in more than one discipline, an additional quota place in each of the singles tournaments would have become free. If no player from one continent had qualify, the best ranked player from a respective continent would have got a quota place.",206,"Badminton at the 2016 Summer Olympics
Qualification

The Olympic qualification period took place between 4 May 2015 and 1 May 2016, and the Badminton World Federation rankings list, scheduled to publish on 5 May 2016, was used to allocate spots. Unlike the previous Games, nations could only enter a maximum of two players each in the men's and women's singles, if both were ranked in the world's top 16; otherwise, one quota place until the roster of thirty-eight players had been completed. Similar regulations in the singles tournaments also applied to the players competing in the doubles, as the NOCs could only enter a maximum of two pairs if both were ranked in the top eight, while the remaining NOCs were entitled to one until the quota of 16 highest-ranked pairs was filled.
For each player who had qualified in more than one discipline, an additional quota place in each of the singles tournaments would have become free. If no player from one continent had qualify, the best ranked player from a respective continent would have got a quota place.",1.What was the qualification period for badminton at the 2016 Summer Olympics?,1.The qualification period for badminton at the 2016 Summer Olympics took place between 4 May 2015 and 1 May 2016.
Badminton at the 2016 Summer Olympics – Men's doubles,Summary,The badminton men's doubles tournament at the 2016 Summer Olympics took place 11–20 August 2016 at Riocentro - Pavilion 4. The seeding was decided on 21 July 2016.,42,"Badminton at the 2016 Summer Olympics – Men's doubles
Summary

The badminton men's doubles tournament at the 2016 Summer Olympics took place 11–20 August 2016 at Riocentro - Pavilion 4. The seeding was decided on 21 July 2016.","1.**Question:** When did the badminton men's doubles tournament at the 2016 Summer Olympics take place, and at which venue?","1.The badminton men's doubles tournament at the 2016 Summer Olympics took place from August 11 to August 20, 2016, at Riocentro - Pavilion 4."
Badminton at the 2016 Summer Olympics – Women's singles,Summary,"The badminton women's singles tournament at the 2016 Summer Olympics took place from 11 to 20 August at Riocentro - Pavilion 4. The seeding was decided on 21 July 2016.
The event was won by then two-time reigning world champion Carolina Marín of Spain who defeated P. V. Sindhu of India in the final. Nozomi Okuhara of Japan won the bronze medal after China's Li Xuerui was forced to withdraw. This was the first medal of any colour for Spain in Olympic badminton and this was also the first time that China failed to make to the podium since 1996.",131,"Badminton at the 2016 Summer Olympics – Women's singles
Summary

The badminton women's singles tournament at the 2016 Summer Olympics took place from 11 to 20 August at Riocentro - Pavilion 4. The seeding was decided on 21 July 2016.
The event was won by then two-time reigning world champion Carolina Marín of Spain who defeated P. V. Sindhu of India in the final. Nozomi Okuhara of Japan won the bronze medal after China's Li Xuerui was forced to withdraw. This was the first medal of any colour for Spain in Olympic badminton and this was also the first time that China failed to make to the podium since 1996.",1.What was the outcome of the badminton women's singles tournament at the 2016 Summer Olympics?,"1.The badminton women's singles tournament at the 2016 Summer Olympics was won by Carolina Marín of Spain, who defeated P. V. Sindhu of India in the final. Nozomi Okuhara of Japan won the bronze medal after China's Li Xuerui was forced to withdraw. This victory marked the first Olympic medal in badminton for Spain and the first time China failed to make it to the podium since 1996."
Handball at the 2016 Summer Olympics – Women's team rosters,Summary,"This article shows the rosters of all participating teams at the women's handball tournament at the 2016 Summer Olympics in Rio de Janeiro.
Age, caps and goals as of the start of the tournament, 6 August 2016.",48,"Handball at the 2016 Summer Olympics – Women's team rosters
Summary

This article shows the rosters of all participating teams at the women's handball tournament at the 2016 Summer Olympics in Rio de Janeiro.
Age, caps and goals as of the start of the tournament, 6 August 2016.",1.**Question:** What information does the article provide about the women's handball tournament at the 2016 Summer Olympics in Rio de Janeiro?,"1.The article provides the rosters of all participating teams at the women's handball tournament at the 2016 Summer Olympics in Rio de Janeiro. It includes details such as the age, caps, and goals of the players as of the start of the tournament on 6 August 2016."
List of gymnasts at the 2016 Summer Olympics,Summary,"This is a list of the gymnasts who represented their country at the 2016 Summer Olympics in Rio de Janeiro, Brazil from  5–21 August 2016. 319 gymnasts across all three disciplines (artistic gymnastics, rhythmic gymnastics and trampoline) participated in the Games.",62,"List of gymnasts at the 2016 Summer Olympics
Summary

This is a list of the gymnasts who represented their country at the 2016 Summer Olympics in Rio de Janeiro, Brazil from  5–21 August 2016. 319 gymnasts across all three disciplines (artistic gymnastics, rhythmic gymnastics and trampoline) participated in the Games.",1.**Question:** How many gymnasts participated in the 2016 Summer Olympics in Rio de Janeiro across all three disciplines?,1.**Answer:** 319 gymnasts participated in the 2016 Summer Olympics in Rio de Janeiro across all three disciplines.
List of gymnasts at the 2016 Summer Olympics,Female artistic gymnasts,"Notes
1 Rune Hermans replaced Axelle Klinckaert after an injury forced her to withdraw.
2 Tan Jiaxin replaced Liu Tingting after an injury forced her to withdraw.
3 Ksenia Afanasyeva was named as an alternate for the Russian team but announced her retirement from the sport prior to the Games.
4 Lee Eun-ju replaced Lee Go-im after an injury forced her to withdraw.",97,"List of gymnasts at the 2016 Summer Olympics
Female artistic gymnasts

Notes
1 Rune Hermans replaced Axelle Klinckaert after an injury forced her to withdraw.
2 Tan Jiaxin replaced Liu Tingting after an injury forced her to withdraw.
3 Ksenia Afanasyeva was named as an alternate for the Russian team but announced her retirement from the sport prior to the Games.
4 Lee Eun-ju replaced Lee Go-im after an injury forced her to withdraw.",1.**Question:** Which gymnast replaced Liu Tingting in the 2016 Summer Olympics due to an injury?,1.**Answer:** Tan Jiaxin replaced Liu Tingting in the 2016 Summer Olympics due to an injury.
Gymnastics at the 2016 Summer Olympics – Women's artistic qualification,Summary,"Qualification for women's artistic gymnastic competitions at the 2016 Summer Olympics was held at the HSBC Arena on 7 August 2016. The results of the qualification determined the qualifiers to the finals: 8 teams in the team final, 24 gymnasts in the individual all-around final, and 8 gymnasts in each of 4 apparatus finals. The competition was divided into 5 subdivisions.",79,"Gymnastics at the 2016 Summer Olympics – Women's artistic qualification
Summary

Qualification for women's artistic gymnastic competitions at the 2016 Summer Olympics was held at the HSBC Arena on 7 August 2016. The results of the qualification determined the qualifiers to the finals: 8 teams in the team final, 24 gymnasts in the individual all-around final, and 8 gymnasts in each of 4 apparatus finals. The competition was divided into 5 subdivisions.",1.**Question:** How many gymnasts qualified for the individual all-around final at the 2016 Summer Olympics women's artistic gymnastics competition?,1.24 gymnasts qualified for the individual all-around final at the 2016 Summer Olympics women's artistic gymnastics competition.
Gymnastics at the 2016 Summer Olympics – Women's artistic qualification,Subdivisions,Gymnasts from nations taking part in the team all-around event are grouped together while the other gymnasts are grouped into one of eight mixed groups. The groups were divided into the five subdivisions after a draw held by the Fédération Internationale de Gymnastique. The groups rotate through each of the four apparatuses together.,76,"Gymnastics at the 2016 Summer Olympics – Women's artistic qualification
Subdivisions

Gymnasts from nations taking part in the team all-around event are grouped together while the other gymnasts are grouped into one of eight mixed groups. The groups were divided into the five subdivisions after a draw held by the Fédération Internationale de Gymnastique. The groups rotate through each of the four apparatuses together.",1.What is the purpose of dividing gymnasts into subdivisions during the Women's artistic qualification at the 2016 Summer Olympics?,"1.The purpose of dividing gymnasts into subdivisions during the Women's artistic qualification at the 2016 Summer Olympics is to group gymnasts from nations participating in the team all-around event together, while the other gymnasts are grouped into one of eight mixed groups. This division allows for a structured rotation through each of the four apparatuses together, ensuring a fair and organized competition."
Gymnastics at the 2016 Summer Olympics – Men's artistic qualification,Summary,"Qualification for men's artistic gymnastic competitions at the 2016 Summer Olympics was held at the HSBC Arena on 6 August 2016. The results of the qualification determined the qualifiers to the finals: 8 teams in the team final, 24 gymnasts in the all-around final, and 8 gymnasts in each of six apparatus finals. The competition was divided to 3 subdivisions.",78,"Gymnastics at the 2016 Summer Olympics – Men's artistic qualification
Summary

Qualification for men's artistic gymnastic competitions at the 2016 Summer Olympics was held at the HSBC Arena on 6 August 2016. The results of the qualification determined the qualifiers to the finals: 8 teams in the team final, 24 gymnasts in the all-around final, and 8 gymnasts in each of six apparatus finals. The competition was divided to 3 subdivisions.",1.**Question:** How many gymnasts qualified for the all-around final at the 2016 Summer Olympics men's artistic gymnastics competition?,1.24 gymnasts qualified for the all-around final at the 2016 Summer Olympics men's artistic gymnastics competition.
Gymnastics at the 2016 Summer Olympics – Men's artistic qualification,Subdivisions,Gymnasts from nations taking part in the team all-around event are grouped together while the other gymnasts are grouped into one of six mixed groups. The groups were divided into the three subdivisions after a draw held by the Fédération Internationale de Gymnastique. The groups rotate through each of the four apparatuses together.,76,"Gymnastics at the 2016 Summer Olympics – Men's artistic qualification
Subdivisions

Gymnasts from nations taking part in the team all-around event are grouped together while the other gymnasts are grouped into one of six mixed groups. The groups were divided into the three subdivisions after a draw held by the Fédération Internationale de Gymnastique. The groups rotate through each of the four apparatuses together.",1.**Question:** How are gymnasts grouped in the Men's artistic qualification event at the 2016 Summer Olympics?,"1.Gymnasts from nations participating in the team all-around event are grouped together, while the other gymnasts are grouped into one of six mixed groups."
Gymnastics at the 2016 Summer Olympics – Men's pommel horse,Summary,"The men's pommel horse competition at the 2016 Summer Olympics was held at the HSBC Arena on 6 and 14 August. There were 71 competitors from 36 nations. The event was won by Max Whitlock of Great Britain, the nation's first gold medal in the men's pommel horse (and second in any men's gymnastic competition, preceded shortly by Whitlock's win in the floor exercise). The nation finished 1–2 in the event, with Louis Smith repeating as silver medalist. It was the first time any nation had earned the top two spots in the event since the Soviet Union swept the medals (something no longer possible) in 1952. Smith was the second man to win three medals in the event, while Whitlock was the 11th to win two medals.
The medals were presented by Bernard Rajzman IOC member, Brazil and Luo Chaoyi, FIG Executive Committee Member.",184,"Gymnastics at the 2016 Summer Olympics – Men's pommel horse
Summary

The men's pommel horse competition at the 2016 Summer Olympics was held at the HSBC Arena on 6 and 14 August. There were 71 competitors from 36 nations. The event was won by Max Whitlock of Great Britain, the nation's first gold medal in the men's pommel horse (and second in any men's gymnastic competition, preceded shortly by Whitlock's win in the floor exercise). The nation finished 1–2 in the event, with Louis Smith repeating as silver medalist. It was the first time any nation had earned the top two spots in the event since the Soviet Union swept the medals (something no longer possible) in 1952. Smith was the second man to win three medals in the event, while Whitlock was the 11th to win two medals.
The medals were presented by Bernard Rajzman IOC member, Brazil and Luo Chaoyi, FIG Executive Committee Member.",1.What was the significance of Max Whitlock's win in the men's pommel horse competition at the 2016 Summer Olympics?,"1.Max Whitlock's win in the men's pommel horse competition at the 2016 Summer Olympics was significant as it marked Great Britain's first gold medal in the men's pommel horse event and their second gold in any men's gymnastic competition. Additionally, it was the first time since 1952 that any nation had earned the top two spots in the event, with Louis Smith also winning the silver medal. Whitlock's victory showcased his skill and talent in gymnastics, solidifying his place in Olympic history."
Gymnastics at the 2016 Summer Olympics – Men's pommel horse,Background,"This was the 24th appearance of the event, which is one of the five apparatus events held every time there were apparatus events at the Summer Olympics (no apparatus events were held in 1900, 1908, 1912, or 1920). Five of the eight finalists from 2012 returned: silver medalist Louis Smith and bronze medalist Max Whitlock of Great Britain, fifth-place finisher Cyril Tommasone of France, seventh-place finisher David Belyavskiy of Russia, and eighth-place finisher Vid Hidvegi of Hungary. Whitlock was the reigning (2015) world champion, with Smith the runner-up.
Cyprus, Turkey, and Monaco each made their debut in the men's pommel horse. The United States made its 22nd appearance, most of any nation; the Americans had missed only the inaugural 1896 pommel horse and the boycotted 1980 Games.",186,"Gymnastics at the 2016 Summer Olympics – Men's pommel horse
Background

This was the 24th appearance of the event, which is one of the five apparatus events held every time there were apparatus events at the Summer Olympics (no apparatus events were held in 1900, 1908, 1912, or 1920). Five of the eight finalists from 2012 returned: silver medalist Louis Smith and bronze medalist Max Whitlock of Great Britain, fifth-place finisher Cyril Tommasone of France, seventh-place finisher David Belyavskiy of Russia, and eighth-place finisher Vid Hidvegi of Hungary. Whitlock was the reigning (2015) world champion, with Smith the runner-up.
Cyprus, Turkey, and Monaco each made their debut in the men's pommel horse. The United States made its 22nd appearance, most of any nation; the Americans had missed only the inaugural 1896 pommel horse and the boycotted 1980 Games.",1.What country made its debut in the men's pommel horse event at the 2016 Summer Olympics?,"1.Cyprus, Turkey, and Monaco each made their debut in the men's pommel horse event at the 2016 Summer Olympics."
Gymnastics at the 2016 Summer Olympics – Women's trampoline,Competition format,"The competition had rounds: qualification and final. In qualification, the gymnasts performed two routines: compulsory and voluntary. Scores for the two were summed, and the best eight gymnasts moved on to the final. The final consisted of a single routine, with qualification scores not carrying over.",60,"Gymnastics at the 2016 Summer Olympics – Women's trampoline
Competition format

The competition had rounds: qualification and final. In qualification, the gymnasts performed two routines: compulsory and voluntary. Scores for the two were summed, and the best eight gymnasts moved on to the final. The final consisted of a single routine, with qualification scores not carrying over.",1.What were the two routines that gymnasts performed during the qualification round in the Women's trampoline event at the 2016 Summer Olympics?,"1.During the qualification round in the Women's trampoline event at the 2016 Summer Olympics, gymnasts performed two routines: compulsory and voluntary."
Gymnastics at the 2016 Summer Olympics – Men's parallel bars,Summary,"The men's parallel bars competition at the 2016 Summer Olympics was held at the HSBC Arena on 16 August. There were 67 competitors from 33 nations. The event was won by Oleg Verniaiev of Ukraine, the nation's first victory in the parallel bars since 2004 and third overall (tying Switzerland and China for third-most all-time after Japan and the Soviet Union with four). Danell Leyva won the United States' first medal in the event since 1996 with his silver; David Belyavskiy's bronze was Russia's first medal in the parallel bars since 2000. China's four-Games podium streak in the event ended.
The medals were presented by Sergey Bubka IOC member, Ukraine and Georges Guelzec, FIG Executive Committee Member.",160,"Gymnastics at the 2016 Summer Olympics – Men's parallel bars
Summary

The men's parallel bars competition at the 2016 Summer Olympics was held at the HSBC Arena on 16 August. There were 67 competitors from 33 nations. The event was won by Oleg Verniaiev of Ukraine, the nation's first victory in the parallel bars since 2004 and third overall (tying Switzerland and China for third-most all-time after Japan and the Soviet Union with four). Danell Leyva won the United States' first medal in the event since 1996 with his silver; David Belyavskiy's bronze was Russia's first medal in the parallel bars since 2000. China's four-Games podium streak in the event ended.
The medals were presented by Sergey Bubka IOC member, Ukraine and Georges Guelzec, FIG Executive Committee Member.",1.What was the final result of the men's parallel bars competition at the 2016 Summer Olympics?,"1.The final result of the men's parallel bars competition at the 2016 Summer Olympics was as follows:
- Gold: Oleg Verniaiev of Ukraine
- Silver: Danell Leyva of the United States
- Bronze: David Belyavskiy of Russia"
Gymnastics at the 2016 Summer Olympics – Men's parallel bars,Background,"This was the 24th appearance of the event, which is one of the five apparatus events held every time there were apparatus events at the Summer Olympics (no apparatus events were held in 1900, 1908, 1912, or 1920). Four of the nine finalists from 2012 returned: silver medalist Marcel Nguyen of Germany, fifth-place finisher Daniel Corral of Mexico, eighth-place finisher Yusuke Tanaka of Japan, and ninth-place finisher Zhang Chenglong of China. The field was studded with stars. 2011 world champion Danell Leyva of the United States had been favored in 2012 before failing to make the final, had come in second in the 2014 world championship, and had been elevated from reserve after a teammate's injury. The 2013 world champions were Kōhei Uchimura of Japan and Lin Chaopan of China. The 2014 world champion (and 2015 runner-up) was Oleg Verniaiev of Ukraine. You Hao of China was the 2015 world champion.
Cyprus, Lithuania, Monaco, and Turkey each made their debut in the men's parallel bars. The United States made its 22nd appearance, most of any nation; the Americans had missed only the inaugural 1896 event and the boycotted 1980 Games.",256,"Gymnastics at the 2016 Summer Olympics – Men's parallel bars
Background

This was the 24th appearance of the event, which is one of the five apparatus events held every time there were apparatus events at the Summer Olympics (no apparatus events were held in 1900, 1908, 1912, or 1920). Four of the nine finalists from 2012 returned: silver medalist Marcel Nguyen of Germany, fifth-place finisher Daniel Corral of Mexico, eighth-place finisher Yusuke Tanaka of Japan, and ninth-place finisher Zhang Chenglong of China. The field was studded with stars. 2011 world champion Danell Leyva of the United States had been favored in 2012 before failing to make the final, had come in second in the 2014 world championship, and had been elevated from reserve after a teammate's injury. The 2013 world champions were Kōhei Uchimura of Japan and Lin Chaopan of China. The 2014 world champion (and 2015 runner-up) was Oleg Verniaiev of Ukraine. You Hao of China was the 2015 world champion.
Cyprus, Lithuania, Monaco, and Turkey each made their debut in the men's parallel bars. The United States made its 22nd appearance, most of any nation; the Americans had missed only the inaugural 1896 event and the boycotted 1980 Games.",1.What country made its debut in the men's parallel bars event at the 2016 Summer Olympics?,"1.Cyprus, Lithuania, Monaco, and Turkey each made their debut in the men's parallel bars event at the 2016 Summer Olympics."
Gymnastics at the 2016 Summer Olympics – Men's floor,Summary,"The Men's floor competition at the 2016 Summer Olympics was held at the HSBC Arena on 14 August.
The medals were presented by Sir Philip Craven IOC member, Great Britain and Steve Butcher, FIG Men's Artistic Gymnastics Technical Committee President.",55,"Gymnastics at the 2016 Summer Olympics – Men's floor
Summary

The Men's floor competition at the 2016 Summer Olympics was held at the HSBC Arena on 14 August.
The medals were presented by Sir Philip Craven IOC member, Great Britain and Steve Butcher, FIG Men's Artistic Gymnastics Technical Committee President.",1.**Question:** Who presented the medals for the Men's floor competition at the 2016 Summer Olympics?,"1.The medals for the Men's floor competition at the 2016 Summer Olympics were presented by Sir Philip Craven, an IOC member from Great Britain, and Steve Butcher, the FIG Men's Artistic Gymnastics Technical Committee President."
Gymnastics at the 2016 Summer Olympics – Men's floor,Competition format,"The top 8 qualifiers in the qualification phase (limit two per NOC), based on combined score of each apparatus, advanced to the individual all-around final. The finalists performed on each apparatus again. Qualification scores were then ignored, with only final round scores counting.",57,"Gymnastics at the 2016 Summer Olympics – Men's floor
Competition format

The top 8 qualifiers in the qualification phase (limit two per NOC), based on combined score of each apparatus, advanced to the individual all-around final. The finalists performed on each apparatus again. Qualification scores were then ignored, with only final round scores counting.",1.What was the competition format for the Men's floor event in gymnastics at the 2016 Summer Olympics?,"1.The competition format for the Men's floor event in gymnastics at the 2016 Summer Olympics involved the top 8 qualifiers from the qualification phase advancing to the individual all-around final. In the final, the finalists performed on each apparatus again, with only the final round scores counting."
Gymnastics at the 2016 Summer Olympics – Men's trampoline,Summary,"The Men's trampoline competition at the 2016 Summer Olympics was held at the HSBC Arena.
The medals were presented by Barbara Kendall IOC member, New Zealand and Horst Kunze, FIG Trampoline Technical Committee President.",50,"Gymnastics at the 2016 Summer Olympics – Men's trampoline
Summary

The Men's trampoline competition at the 2016 Summer Olympics was held at the HSBC Arena.
The medals were presented by Barbara Kendall IOC member, New Zealand and Horst Kunze, FIG Trampoline Technical Committee President.",1.**Question:** Who presented the medals at the Men's trampoline competition at the 2016 Summer Olympics?,"1.The medals at the Men's trampoline competition at the 2016 Summer Olympics were presented by Barbara Kendall, an IOC member from New Zealand, and Horst Kunze, the FIG Trampoline Technical Committee President."
Gymnastics at the 2016 Summer Olympics – Men's trampoline,Competition format,"The competition had rounds: qualification and final. In qualification, the gymnasts performed two routines: compulsory and voluntary. Scores for the two were summed, and the best eight gymnasts moved on to the final. The final consisted of a single routine, with qualification scores not carrying over.",60,"Gymnastics at the 2016 Summer Olympics – Men's trampoline
Competition format

The competition had rounds: qualification and final. In qualification, the gymnasts performed two routines: compulsory and voluntary. Scores for the two were summed, and the best eight gymnasts moved on to the final. The final consisted of a single routine, with qualification scores not carrying over.",1.What was the competition format for the Men's trampoline event at the 2016 Summer Olympics?,"1.The competition format for the Men's trampoline event at the 2016 Summer Olympics consisted of two rounds: qualification and final. In the qualification round, gymnasts performed two routines - compulsory and voluntary. The scores from these two routines were summed, and the top eight gymnasts advanced to the final. The final round involved a single routine, with scores from the qualification round not carrying over."
Gymnastics at the 2016 Summer Olympics – Women's rhythmic individual all-around,Summary,"The Women's rhythmic individual all-around competition at the 2016 Summer Olympics was held at the Arena Olímpica do Rio.
The medals were presented by Alexander Zhukov, IOC member, Russia, and Nataliya Kuzmina, President of the Rhythmic Gymnastics Technical Committee of the FIG, Russia.",73,"Gymnastics at the 2016 Summer Olympics – Women's rhythmic individual all-around
Summary

The Women's rhythmic individual all-around competition at the 2016 Summer Olympics was held at the Arena Olímpica do Rio.
The medals were presented by Alexander Zhukov, IOC member, Russia, and Nataliya Kuzmina, President of the Rhythmic Gymnastics Technical Committee of the FIG, Russia.",1.**Question:** Who presented the medals at the Women's rhythmic individual all-around competition at the 2016 Summer Olympics?,"1.**Answer:** The medals at the Women's rhythmic individual all-around competition at the 2016 Summer Olympics were presented by Alexander Zhukov, an IOC member from Russia, and Nataliya Kuzmina, President of the Rhythmic Gymnastics Technical Committee of the FIG, also from Russia."
Gymnastics at the 2016 Summer Olympics – Women's rhythmic individual all-around,Competition format,"The competition consisted of a qualification round and a final round. The top ten gymnasts in the qualification round advanced to the final round. In each round, the gymnasts performed four routines (ball, hoop, clubs, and ribbon), with the scores added to give a total.",59,"Gymnastics at the 2016 Summer Olympics – Women's rhythmic individual all-around
Competition format

The competition consisted of a qualification round and a final round. The top ten gymnasts in the qualification round advanced to the final round. In each round, the gymnasts performed four routines (ball, hoop, clubs, and ribbon), with the scores added to give a total.",1.What were the four routines that the gymnasts performed in the Women's rhythmic individual all-around competition at the 2016 Summer Olympics?,"1.The four routines that the gymnasts performed in the Women's rhythmic individual all-around competition at the 2016 Summer Olympics were:
1. Ball routine
2. Hoop routine
3. Clubs routine
4. Ribbon routine"
Gymnastics at the 2016 Summer Olympics – Women's rhythmic group all-around,Summary,"The women's rhythmic group all-around competition at the 2016 Summer Olympics was held at the Rio Olympic Arena.
The medals were presented by Alex Gilady, IOC member, Israel, and the flowers presented by Slava Corn, Vice President of the FIG, Canada.",59,"Gymnastics at the 2016 Summer Olympics – Women's rhythmic group all-around
Summary

The women's rhythmic group all-around competition at the 2016 Summer Olympics was held at the Rio Olympic Arena.
The medals were presented by Alex Gilady, IOC member, Israel, and the flowers presented by Slava Corn, Vice President of the FIG, Canada.",1.**Question:** Who presented the medals and flowers during the women's rhythmic group all-around competition at the 2016 Summer Olympics?,"1.The medals were presented by Alex Gilady, IOC member, Israel, and the flowers were presented by Slava Corn, Vice President of the FIG, Canada."
Gymnastics at the 2016 Summer Olympics – Women's rhythmic group all-around,Competition format,"The competition consisted of a qualification round and a final round. The top eight teams in the qualification round advance to the final round. In each round, the teams perform two routines (one with ribbons, one with clubs and hoops), with the scores added to give a total.",59,"Gymnastics at the 2016 Summer Olympics – Women's rhythmic group all-around
Competition format

The competition consisted of a qualification round and a final round. The top eight teams in the qualification round advance to the final round. In each round, the teams perform two routines (one with ribbons, one with clubs and hoops), with the scores added to give a total.",1.What were the two routines that the teams performed in the Women's rhythmic group all-around competition at the 2016 Summer Olympics?,1.The teams in the Women's rhythmic group all-around competition at the 2016 Summer Olympics performed two routines: one routine with ribbons and another routine with clubs and hoops.
Gymnastics at the 2016 Summer Olympics – Women's vault,Summary,"The women's vault competition at the 2016 Summer Olympics in Rio de Janeiro, Brazil. The event was held at the HSBC Arena on 14 August.
The medals were presented by Larry Probst IOC member, and Nellie Kim, FIG Women's Artistic Gymnastics Technical Committee President.",63,"Gymnastics at the 2016 Summer Olympics – Women's vault
Summary

The women's vault competition at the 2016 Summer Olympics in Rio de Janeiro, Brazil. The event was held at the HSBC Arena on 14 August.
The medals were presented by Larry Probst IOC member, and Nellie Kim, FIG Women's Artistic Gymnastics Technical Committee President.",1.**Question:** Who presented the medals for the women's vault competition at the 2016 Summer Olympics?,"1.The medals for the women's vault competition at the 2016 Summer Olympics were presented by Larry Probst, an IOC member, and Nellie Kim, the FIG Women's Artistic Gymnastics Technical Committee President."
