title,heading,content,tokens
Benin at the 2016 Summer Olympics,Summary,"Benin competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's eleventh appearance at the Summer Olympics, with the exception of the 1976 Summer Olympics in Montreal because of the African boycott.
Benin National Olympic and Sports Committee selected a team of six athletes, four men and two women, for the Games, competing in athletics, fencing, judo, and swimming. All of them made their maiden Olympic appearance, with sabre fencer Yémi Apithy leading the Benin team as the nation's flag bearer in the opening ceremony. Benin, however, has yet to win its first Olympic medal.",142
Sailing at the 2016 Summer Olympics – Nacra 17,Summary,The mixed Nacra 17 competition at the 2016 Summer Olympics in Rio de Janeiro took place between 10–16 August at Marina da Glória. Thirteen races (the last one a medal race) were held.,48
Triathlon at the 2016 Summer Olympics – Women's,Summary,"The women's triathlon at the 2016 Summer Olympics took place at Fort Copacabana in Rio de Janeiro on 20 August.
A total of 55 women from 31 nations competed in the race.
The medals were presented by Marisol Casado, IOC member, Spain and Antonio Álvarez, Vice President of the International Triathlon Union.",75
Niger at the 2016 Summer Olympics,Summary,"Niger competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Since the nation made its debut in 1964, Nigerien athletes had participated in every edition of the Summer Olympic Games, except for two rare occasions, the 1976 Summer Olympics in Montreal, and the 1980 Summer Olympics in Moscow because of the African and the US-led boycotts, respectively.
Nigerien Olympic and National Sports Committee (French: Comité Olympique et Sportif National du Niger, COSNI) sent a team of six athletes, four men and two women, to compete in four different sports at the Olympics, matching the nation's roster size with London 2012. This was also the youngest delegation in Niger's Olympic history, with about half the team under the age of 25, and many of the team members were expected to reach their peak in time for the 2020 Summer Olympics in Tokyo. All of the Nigerien athletes made their Olympic debut in Rio de Janeiro, with six-foot-nine taekwondo fighter Abdoul Razak Issoufou leading the team as the nation's flag bearer in the opening ceremony.
Niger left Rio de Janeiro with its first ever Olympic medal of any color since the 1972 Summer Olympics in Munich. It was awarded to Issoufou in the men's heavyweight category (+80 kg).",276
Equestrian at the 2016 Summer Olympics – Individual jumping,Summary,"The individual show jumping in equestrian at the Rio 2016 Summer Olympics was held from 14–19 August. Like all other equestrian events, the jumping competition was mixed gender, with both male and female athletes competing in the same division. There were 74 competitors from 27 nations. The event was won by Nick Skelton of Great Britain, the nation's first victory in individual jumping and first medal of any color since making the podium four consecutive Games from 1960 to 1972. Silver went to Peder Fredricson of Sweden. Eric Lamaze of Canada took bronze, becoming the first person since 1968 and sixth overall to win multiple medals (adding to his 2008 gold).
The medals were presented by Gerardo Werthein, IOC member, Argentina and Luiz Roberto Giugni, Executive Board Member of the FEI.",172
Equestrian at the 2016 Summer Olympics – Individual jumping,Background,"This was the 25th appearance of the event, which had first been held at the 1900 Summer Olympics and has been held at every Summer Olympics at which equestrian sports have been featured (that is, excluding 1896, 1904, and 1908). It is the oldest event on the current programme, the only one that was held in 1900.
Three of the top 11 riders (including ties for 9th place) from the 2012 Games returned: gold medalist Steve Guerdat of Switzerland, fifth-place finisher Nick Skelton of Great Britain, and ninth-place finisher Ben Maher of Great Britain. Also returning was 2008 gold medalist Eric Lamaze of Canada, who reached the first round of the final in 2012. Ludger Beerbaum of Germany, the 1992 gold medalist, was back for his seventh Games after missing 2012. The reigning World Champion was Jeroen Dubbeldam of the Netherlands.
Chinese Taipei, Morocco, Peru, and Qatar each made their debut in the event. France and the United States both competed for the 22nd time, tied for most of any nation.",228
Judo at the 2016 Summer Olympics – Men's 100 kg,Summary,"The men's 100 kg competition in judo at the 2016 Summer Olympics in Rio de Janeiro was held on 11 August at the Carioca Arena 2.
The gold and silver medals were determined by a single-elimination tournament, with the winner of the final taking gold and the loser receiving silver.  Judo events awarded two bronze medals.  Quarterfinal losers competed in a repechage match for the right to face a semifinal loser for a bronze medal (that is, the judokas defeated in quarterfinals A and B competed against each other, with the winner of that match facing the semifinal loser from the other half of the bracket).
The medals for the competition were presented by Alex Gilady, Israel, member of the International Olympic Committee and the gifts were presented by Rovnag Adullayev, Azerbaijan Judo Federation president.",181
São Tomé and Príncipe at the 2016 Summer Olympics,Summary,"São Tomé and Príncipe competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. The country's participation at Rio de Janeiro marked its sixth consecutive appearance at the Summer Olympics. Three athletes from São Tomé and Princípe were selected for the Games. Romário Leitão and Celma Bonfim da Graça participated in athletics and Buly Triste in flatwater canoeing. Bonfim was the only female on the roster and the only member with prior Olympic experience (from Beijing 2008). Triste was the first male athlete to carry the São Tomé and Princípe flag at the opening ceremony. São Tomé and Princípe has yet to win its first Olympic medal.",161
São Tomé and Príncipe at the 2016 Summer Olympics,Background,"São Tomé and Príncipe participated in six Summer Olympics between its debut in the 1996 Summer Olympics in Atlanta, United States and the 2016 Summer Olympics in Rio de Janeiro, Brazil. The highest number of São Toméans to participate at any single Summer Games was three in the 2008 Summer Olympics in Beijing, China, later equalled in 2016. No São Toméan has ever won a medal at the Summer Olympics. São Tomé and Principe has also never participated at any Winter Olympics.
Both São Toméan participants in athletics qualified for the Games through universality slots while Buly Triste qualified via the 2016 African Sprint Qualifier in Pretoria, South Africa. Triste was chosen to be São Tomé and Princípe's flag bearer during the Parade of Nations of the opening ceremony.",174
Cycling at the 2016 Summer Olympics – Women's BMX,Summary,"The women's BMX racing competition at the 2016 Olympic Games in Rio de Janeiro took place on 17 and 19 August 2016 at the Olympic BMX Centre.
The medals were presented by Camiel Eurlings, IOC member, Netherlands and Brian Cookson, President of the UCI.",63
Athletics at the 2016 Summer Olympics – Women's heptathlon,Summary,"The women's heptathlon competition at the 2016 Summer Olympics in Rio de Janeiro, Brazil, was won by Nafissatou Thiam of Belgium. The event was held at the Olympic Stadium on 12–13 August.",50
Gymnastics at the 2016 Summer Olympics – Women's artistic team all-around,Summary,"The women's artistic team all-around competition at the 2016 Summer Olympics was held on 9 August 2016 at the HSBC Arena.
The United States finished first in the qualification and then won the event final by over eight points. It was Team USA's second consecutive Olympic team gold medal. The 2016 team, known as the Final Five, was led by Simone Biles, who performed all four rotations in the final. Russia won their second consecutive Olympic team silver.",97
Gymnastics at the 2016 Summer Olympics – Women's artistic team all-around,Competition format,"The top 8 teams in qualifications, based on combined scores of each apparatus, advanced to the final.
In the final, each team selected three gymnasts to compete on each apparatus. All scores on each apparatus were summed to give a final team score. The scores in qualification did not count in the final.",65
Athletics at the 2016 Summer Olympics – Men's decathlon,Summary,"The men's decathlon competition at the 2016 Summer Olympics in Rio de Janeiro, Brazil. The event was held at the Olympic Stadium between 17 and 18 August.
The medals were presented by Dagmawit Girmay Berhane, IOC member, Ethiopia and Bernard Amsalem, Council Member of the IAAF.",71
Athletics at the 2016 Summer Olympics – Men's decathlon,Competition format,"The decathlon consists of ten track and field events, with a points system that awards higher scores for better results in each of the ten components. The athletes all compete in one competition with no elimination rounds.",44
Cycling at the 2016 Summer Olympics – Women's cross-country,Summary,"The women's cross-country cycling event at the 2016 Summer Olympics in Rio de Janeiro took place at the Mountain Bike Centre on 20 August.
The medals were presented by Tricia Smith, IOC member, Canada and Emin Muftuoglu, Member of the UCI Management Committee.",61
Cycling at the 2016 Summer Olympics – Women's cross-country,Format,The competition began at 12:30 pm with a mass-start. The length of the course was 29.67 km (0.57 km + 6 laps of 4.85 km each).,42
Sailing at the 2016 Summer Olympics – Laser Radial,Summary,The women's Laser Radial competition at the 2016 Summer Olympics in Rio de Janeiro took place between 8–16 August at Marina da Glória. Eleven races (the last one a medal race) were scheduled. Due to weather conditions the medal race was postponed a day.,59
Equestrian at the 2016 Summer Olympics – Team jumping,Summary,"The team jumping in equestrian at the 2016 Summer Olympics in Rio de Janeiro was held at National Equestrian Center on 14, 16 and 17 August.
The medals were presented by Camiel Eurlings, IOC member, The Netherlands and Ingmar De Vos, President of the FEI.",67
Equestrian at the 2016 Summer Olympics – Team jumping,Competition format,Five rounds of jumping were conducted in total. The second and third rounds were used for the team jumping event. Final rankings were based on the sum of scores of the three best riders from both rounds. A jump-off was held to break a tie for the bronze medal position.,59
Athletics at the 2016 Summer Olympics – Women's 4 × 100 metres relay,Summary,"The women's 4 × 100 metres relay competition at the 2016 Summer Olympics in Rio de Janeiro, Brazil was held at the Estádio Olímpico João Havelange on 18–19 August.",47
Democratic Republic of the Congo at the 2016 Summer Olympics,Summary,"The Democratic Republic of the Congo competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's tenth appearance at the Summer Olympics since its debut in 1968, although it had previously competed in four editions under the name Zaire.
Four athletes from the Democratic Republic of the Congo, two per gender, were selected to the team across three different sports (athletics, judo, and taekwondo – the nation's sporting debut in Rio Janeiro) at the Games. Taekwondo fighter Rosa Keleku, the only qualified sportswoman in the team, served as the nation's flag bearer in the opening ceremony. The Democratic Republic of Congo, however, has yet to win its first Olympic medal.",161
Uganda at the 2016 Summer Olympics,Summary,"Uganda competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Since the nation's official debut in 1956, Ugandan athletes have appeared in every edition of the Summer Olympic Games, with the exception of the 1976 Summer Olympics in Montreal because of its partial support of the African boycott.
The Uganda Olympic Committee fielded a team of 21 athletes, 14 men and 7 women, to compete only in athletics, boxing, and swimming at the games. It was the nation's largest delegation sent to the Olympics since 1988, eclipsing the record of 15 athletes who attended the London games four years earlier. About 80 percent of Uganda's full roster competed in athletics, particularly those who specialized in long-distance running and the marathon.
The Ugandan roster featured six returning Olympians, although only four of them competed in London in 2012: defending marathon champion Stephen Kiprotich, swimmer Jamila Lunkuse, and the steeplechase tandem of Jacob Araptany and Benjamin Kiplagat, who headed to his third games as the most experienced member. Meanwhile, Sweden-based boxers Ronald Serugo (men's flyweight) and Kennedy Katende (men's light heavyweight) staged their Olympic comeback in Rio de Janeiro after eight years of absence.
Other notable athletes on the Ugandan team were Solomon Mutai who won a bronze medal in the men's marathon at the 2015 World Championships in Beijing; 15-year-old distance runner Jacob Kiplimo (men's 5000 metres); and US-based freestyle swimmer Joshua Tibatemwa, who was the nation's flag bearer in the opening ceremony.
Uganda, however, left Rio de Janeiro without a medal, in contrast to the previous Games. Distance runner Joshua Kiprui Cheptegei produced the most successful outcome for Uganda, finishing eighth in the men's 5,000 metres and sixth with a personal best in the men's 10,000 metres. The nation's most celebrated athlete, Kiprotich, failed to retain his marathon title, slipping to a fourteenth-place finish in Rio de Janeiro.",440
Uganda at the 2016 Summer Olympics,Athletics,"Ugandan athletes achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event):
A total of 17 athletes (11 men and 6 women), highlighted by defending Olympic marathon champion Kiprotich, were named as part of Uganda's official team announcement for the Games on 15 July 2016.

Track & road events
Men

Women",80
Gymnastics at the 2016 Summer Olympics – Men's horizontal bar,Summary,"The men's horizontal bar competition at the 2016 Summer Olympics was held at the HSBC Arena on 6 and 16 August. There were 71 competitors from 34 nations. The event was won by Fabian Hambüchen of Germany, the nation's first victory in the horizontal bar since 1996 and third overall. Danell Leyva won the United States' third silver medal in four Games in the event; Nile Wilson's bronze was Great Britain's first-ever medal in the horizontal bar.
The medals were presented by Claudia Bokel IOC member, Germany and Naomi Valenzo, FIG Executive Committee Member.",124
Gymnastics at the 2016 Summer Olympics – Men's horizontal bar,Background,"This was the 24th appearance of the event, which is one of the five apparatus events held every time there were apparatus events at the Summer Olympics (no apparatus events were held in 1900, 1908, 1912, or 1920). Four of the eight finalists from 2012 returned: gold medalist Epke Zonderland of the Netherlands, silver medalist Fabian Hambüchen of Germany, fourth-place finisher Zhang Chenglong of China, and fifth-place finisher Danell Leyva of the United States. Kōhei Uchimura of Japan was the reigning (2015) world champion, with Leyva the runner-up and Manrique Larduet of Cuba third. Zonderland had won in 2013 and 2014; Uchimura had reached the podium in those years as well.
Cyprus, Lithuania, Monaco, and Turkey each made their debut in the men's horizontal bar. The United States made its 22nd appearance, most of any nation; the Americans had missed only the inaugural 1896 event and the boycotted 1980 Games.",216
Senegal at the 2016 Summer Olympics,Summary,"Senegal competed at the 2016 Summer Olympics in Rio de Janeiro, from August 5 to 21, 2016. It was the nation's fourteenth consecutive appearance at the Summer Olympics since its debut in 1964.
The Senegalese National Olympic and Sports Committee (French: Comité National Olympique et Sportif Sénégalais, CNOSS) confirmed a team of 22 athletes, 6 men and 16 women, to compete in seven different sports at the Games. The nation's full roster in Rio de Janeiro was roughly nine athletes smaller than those sent to the London Games and also featured more female athletes than males for the third time in its Summer Olympic history. Women's basketball was the only collective sport in which Senegal had representatives at the Games, returning to the Olympic scene for the first time since 2000.
The Senegalese roster featured four returning Olympians from London 2012; among them were French-born épée fencer Alexandre Bouzaid, hammer thrower Amy Sene, judoka Hortense Diédhiou, who became the nation's first female athlete to compete in four Olympic Games. Meanwhile, freestyle wrestler Isabelle Sambou, who narrowly missed out the nation's first medal in twenty-four years, led the delegation as the most successful athlete of the previous Games and as Senegal's flag bearer in the opening ceremony.
Senegal, however, failed to win its first Olympic medal since the 1988 Summer Olympics in Seoul, where Amadou Dia Bâ obtained the silver in the men's 400 m hurdles.",320
Senegal at the 2016 Summer Olympics,Athletics,"Senegalese athletes have so far achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event):

Track & road events

Field events",41
Haiti at the 2016 Summer Olympics,Summary,"Haiti competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. It was the nation's sixteenth appearance at the Summer Olympics since its debut in 1900.
Haitian Olympic Committee (French: Comité Olympique Haïtien, COH) sent the nation's largest delegation to the Games since 1976. A total of 10 athletes, 7 men and 3 women, were selected to the Haitian team across seven sports.
Eight Haitian athletes were born and raised in the United States, having acquired a dual citizenship to represent their parents' homeland at these Games. Among them were taekwondo fighter Aniya Louissaint, 19-year-old light welterweight boxer Richardson Hitchins, first female swimmer Naomy Grand'Pierre (born in Canada), female hurdler Mulern Jean, male hurdler Jeffrey Julmis, the lone returning athlete from London 2012, and freestyle wrestler Asnage Castelly, who eventually led the team as the oldest competitor (aged 38) and Haiti's flag bearer in the opening ceremony. While the American-born athletes shared their kinship ties with Haiti, freestyle swimmer Frantz Dorsainvil and weightlifter Edouard Joseph (men's 62 kg) were the nation's only homegrown Olympians on the team.
Before Rio de Janeiro, Haitian athletes yielded a tally of two Olympic medals, a silver won by long jumper Silvio Cator in 1928, and a bronze by a team of five rifle shooters in 1924. Haiti, however, did not win its first Olympic medal for nearly nine decades.",334
Swimming at the 2016 Summer Olympics – Women's 200 metre freestyle,Summary,"After a world-record breaking victory in the 400 m freestyle two days earlier, U.S. distance ace Katie Ledecky pulled away from the field to capture the Olympic mid-distance freestyle crown and her second individual gold at these Games. Hanging with the leaders at the 150-metre turn, Ledecky fended off Sweden's Sarah Sjöström towards a gold-medal finish in 1:53.73. Despite trying to hold on Ledecky at the final lap, Sjöström was unable to catch her near the wall, and settled for the silver in 1:54.08. Meanwhile, Australia's Emma McKeon moved up from one of the outside lanes to take home the bronze in 1:54.92.
Italy's world-record holder Federica Pellegrini dropped off the podium for the second straight Olympics to fourth in 1:55.18, charging a 0.07-second edge ahead of China's Shen Duo and McKeon's countrywoman Bronte Barratt, bronze medalist from London 2012, both of whom shared the fifth-place time with a matching 1:55.25. Sjöström's teammate Michelle Coleman grabbed the penultimate spot of the top eight in 1:56.27, with France's Charlotte Bonnet (1:56.29) narrowly trailing her by 0.02 of a second to round out the field.
Notable swimmers missed the final roster, including four-time Olympic gold medalist Missy Franklin, who tied for thirteenth with Hong Kong's Siobhán Haughey (1:57.56) in the semifinals.
In the medal ceremony, the medals for the competition were presented by Franco Carraro, Italy, IOC member, and the gifts were presented by Paolo Barelli, Italy, Honorary Secretary of FINA.",396
Handball at the 2016 Summer Olympics – Women's tournament,Summary,"The women's tournament of Handball at the 2016 Summer Olympics at Rio de Janeiro, Brazil, began on 6 August and ended on 20 August 2016. Games were played at the Future Arena.
Russia won their first title after defeating France 22–19 in the final. Norway captured the bronze, and their third consecutive medal by winning against the Netherlands.
The medals were presented by Aïcha Garad Ali, Poul-Erik Høyer Larsen and Auvita Rapilla, IOC members from Djibouti, Denmark and Papua New Guinea respectively and by Hassan Moustafa, Miguel Roca Mas and Per Bertelsen, President, 1st Vice President and Caretaker Chairman of the Commission of Organizing and Competition of the IHF respectively.",158
Swaziland at the 2016 Summer Olympics,Summary,"Swaziland competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. The country's participation in Rio de Janeiro marked its tenth appearance at the Summer Olympics since its debut in 1972. The delegation included two track and field athletes: Sibusiso Matsenjwa in the men's 200 metres and Phumlile Ndzinisa in the women's 100 metres. Both athletes participated at the Games through wildcard places since they did not meet the required standards to qualify. Neither athletes progressed past their heats, although Matsenjwa set a new national record.",126
Swaziland at the 2016 Summer Olympics,Background,"Swaziland participated in ten Summer Olympics between its debut in the 1972 Summer Olympics in Munich, West Germany, and the 2016 Summer Olympics in Rio de Janeiro, Brazil. The only occasions in that period which they did not attend was at the 1976 Summer Olympics in Montreal, Quebec, Canada, and the 1980 Summer Olympics in Moscow, Soviet Union. On both occasions, it was because they had joined with international boycotts of the events. The first boycott was because of the inclusion of the New Zealand team at the Games despite the breach of the international sports boycott of South Africa by the nation's rugby union team shortly prior. In 1980, Swaziland joined with the United States led boycott over the 1979 invasion of Afghanistan during the Soviet–Afghan War. The highest number of Swazis participating at any one Games was 11 at the 1988 Summer Games in Seoul, South Korea. No Swazi has ever won a medal at an Olympics.
The Swaziland Olympic and Commonwealth Games Association selected two athletes using wildcard slots. A National Olympic Committee was able to enter up to three qualified athletes in each individual event at the 2016 Games as long as each athlete met the ""A"" standard, or one athlete per event if they met the ""B"" standard. However, since Swaziland had no athletes that met either standard, they were allowed to select two athletes, one of each gender, as wildcards. Swaziland was one of several countries who sent a delegation of two athletes in 2016, with only Tuvalu sending a single competitor.
The Swazi team at the 2016 Games featured two track and field athletes returning from the 2012 Summer Olympics in London, United Kingdom: sprinters Phumlile Ndzinisa in the women's 100 metres and Sibusiso Matsenjwa in the men's 200 metres. The duo was announced by the Swaziland Olympic and Commonwealth Games Association Vice President Adam Mthethwa on 6 July 2016, and they would be accompanied by manager Thoba Mazibuko and physiotherapist Machawe Mamba. Mthethwa said ""We are hopeful that the two will perform at their level best and they can break the national records and improve their personal best times"". Matsenjwa was selected to carry the nation's flag during the Parade of Nations in the opening ceremony.",475
Ivory Coast at the 2016 Summer Olympics,Summary,"Ivory Coast, also known as Côte d'Ivoire and officially as the Republic of Côte d'Ivoire, competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's fourteenth appearance at the Summer Olympics.
The Ivory Coast National Olympic Committee (French: Comité National Olympique de Côte d'Ivoire) selected a team of 12 athletes, five men and seven women, to compete in six different sports at these Games, overhauling the roster size set in London 2012 by two athletes. For the fourth time in the nation's Olympic history, Ivory Coast was represented by more female than male athletes.
More than half of the Ivorian roster were rookies at the Games, with archer Philippe Kouassi, taekwondo fighter Ruth Gbagbi, and sprinters Ben Youssef Meïté and Murielle Ahouré, top eight finalist in both 100 and 200 metres, returning for their second appearance from London 2012. As the most experienced member of the team, Ahouré was selected by the committee to carry the Ivorian flag in the opening ceremony.
Ivory Coast left Rio de Janeiro with two Olympic medals, adding them to the silver won by sprinter Gabriel Tiacoh in the men's 400 metres at Los Angeles 1984. These medals were awarded to Gbagbi (women's 67 kg) and fellow taekwondo fighter Cheick Sallah Cissé (men's 80 kg), who emerged himself as the Ivory Coast's first ever Olympic champion.",333
Tajikistan at the 2016 Summer Olympics,Summary,"Tajikistan competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's sixth consecutive appearance at the Summer Olympics in the post-Soviet era.
The National Olympic Committee of the Republic of Tajikistan sent the nation's smallest delegation to the Olympics since 2000. Seven athletes, five men and two women, were selected to the Tajikistan team across four different sports (athletics, boxing, judo, and swimming). For the first time since its official debut in 1996, Tajikistan did not register any of its athletes in wrestling at these Games.
Among the nation's athletes on the roster were London 2012 lightweight boxer Anvar Yunusov, 15-year-old freestyle swimmer Anastasia Tyurina, who made history as Tajikistan's youngest ever Olympian, and hammer thrower and reigning Asian Games champion Dilshod Nazarov, who became the first ever Tajikistani to compete in four successive Olympic Games. The oldest and most experienced participant (aged 30), Nazarov reprised his role to lead the Tajikistan delegation for the second time as the team captain and flag bearer in the opening ceremony, the first having done so eight years earlier in Beijing.
Tajikistan left Rio de Janeiro with a historic first Olympic gold medal, won by Nazarov.",284
Yemen at the 2016 Summer Olympics,Summary,"Yemen competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's seventh consecutive appearance at the Summer Olympics, since its reunification in 1990.
Three Yemeni athletes, two men and one woman, were selected to the team to compete each in athletics, judo, and swimming. All of them made their Olympic debut in Rio de Janeiro, with lightweight judoka Zeyad Mater leading the Yemeni delegation as the nation's flag bearer in the opening ceremony. Yemen, however, has yet to win its first ever Olympic medal.",124
Rwanda at the 2016 Summer Olympics,Summary,"Rwanda competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's ninth consecutive appearance at the Summer Olympics.
The Rwandan National Olympic and Sports Committee (French: Comité National Olympique et Sportif du Rwanda) selected a team of seven athletes, four men and three women, to compete only in athletics, road cycling, mountain biking, and swimming at the Olympics, matching the nation's roster size with London 2012. The Rwandan delegation featured two returning Olympians from the previous Games, including marathon runner Claudette Mukasakindi, and road cyclist Adrien Niyonshuti, who reprised his role of carrying the nation's flag for the second time in the opening ceremony.",160
Judo at the 2016 Summer Olympics – Men's +100 kg,Summary,"The men's +100 kg competition in judo at the 2016 Summer Olympics in Rio de Janeiro was held on 12 August at the Carioca Arena 2.
The gold and silver medals were determined by a single-elimination tournament, with the winner of the final taking gold and the loser receiving silver. Judo events awarded two bronze medals. Quarterfinal losers competed in a repechage match for the right to face a semifinal loser for a bronze medal (that is, the judokas defeated in quarterfinals A and B competed against each other, with the winner of that match facing the semifinal loser from the other half of the bracket).
The medals for the competition were presented by René Fasel, Switzerland, member of the International Olympic Committee and the gifts were presented by Jean-Luc Rouge, International Judo Federation secretary-general.
At the competition, in the first round Egyptian judoka Islam El Shahaby refused to shake the hand of Israeli judoka Or Sasson, the eventual bronze medalist, who had defeated El Shahaby. In August 2016 the Disciplinary Committee of the International Olympic Committee issued a ""severe reprimand"" to El Shehaby for behavior violating ""the rules of fair play and against the spirit of friendship embodied in the Olympic Values"", and requested that the Egyptian Olympic Committee in the future make certain that all Egyptian athletes are properly educated as to the Olympic Values before they participate in the Olympic Games.",297
Equestrian at the 2016 Summer Olympics – Individual eventing,Competition format,"The team and individual eventing competitions used the same scores. Eventing consisted of a dressage test, a cross-country test, and a jumping test. The jumping test had two rounds. After the first jumping round, the teams results were determined. Both jumping rounds counted towards the individual results. Only the top 25 horse and rider pairs (including ties for 25th) after the first jumping round (adding the three components) competed in the second jumping round. However, each nation was limited to a maximum of three pairs qualifying for the second (final) jumping round.",118
Ghana at the 2016 Summer Olympics,Summary,"Ghana competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's fourteenth appearance at the Summer Olympics, having taken part in all but three editions since its debut (as the Gold Coast) at the 1952 Summer Olympics. Ghana did not attend the 1976 Olympics because of the African boycott and did not attend the 1980 Olympics because of the United States boycott.
Ghana Olympic Committee sent the nation's largest delegation to the Games since 2004. A total of 14 athletes, seven per gender, were selected to the team for five different sports. Among the sports represented by the athletes, Ghana marked its Olympic debut in swimming, women's judo, and men's weightlifting.
Notable Ghanaian athletes on the squad were Hungarian-born judoka Szandra Szögedi, and freestyle swimmer Kaya Forson, who established a record as the youngest ever competitor (aged 14) in the nation's Olympic history. Javelin thrower John Ampomah was named the captain of the Ghanaian team, with track sprinter Flings Owusu-Agyapong leading the contingent as the nation's flag bearer in the opening ceremony.
Ghana, however, failed to earn a single medal in Rio de Janeiro, continuing a drought that began at the 1992 Summer Olympics in Barcelona, where the men's football team earned the bronze.",290
Ghana at the 2016 Summer Olympics,Athletics (track and field),"Ghanaian athletes achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event):

Track & road events
Men

Women

Field events",45
Trinidad and Tobago at the 2016 Summer Olympics,Summary,"Trinidad and Tobago competed at the 2016 Summer Olympics in Rio de Janeiro, from August 5 to 21, 2016. This was the nation's seventeenth appearance at the Summer Olympics, although it previously competed in four other editions as a British colony, and as part of the West Indies Federation.
Trinidad and Tobago Olympic Committee fielded a team of 32 athletes, 21 men and 11 women, to compete in eight different sports at these Games. It was the nation's largest ever delegation sent to the Olympics, eclipsing the record of 30 athletes who attended the London Games four years earlier. For the first time in Olympic history, Trinidad and Tobago registered its athletes in artistic gymnastics, judo and rowing. As usual, athletics had the largest team by sport with 24 competitors, roughly three quarters of the nation's full roster size. 
The Trinidad and Tobago team featured five Olympic medalists from London, including sprinter Lalonde Gordon in the 400 metres, and javelin thrower Keshorn Walcott, who won the nation's first ever gold after nearly four decades. Looking to defend his title in Rio de Janeiro, Walcott was selected to lead the Trinidad and Tobago contingent as the flag bearer in the opening ceremony. Athens 2004 bronze medalist George Bovell joined the elite club of world-ranked swimmers who have participated in five Olympic Games, while shot putter and reigning Pan American Games champion Cleopatra Borel made history for Trinidad and Tobago as the first female athlete to compete in four Olympics. Other notable athletes on the Trinidad and Tobago roster also included Laser sailor Andrew Lewis, London 2012 semifinalist Njisane Phillip in track cycling, Canadian-born gymnast Marisa Dick, and 39-year-old single sculls rower Felice Chow (the oldest competitor of the team).
Trinidad and Tobago left Rio de Janeiro with only a bronze medal won by Walcott, following up on the gold he had earned in London and narrowly sparing from an out-of-medal feat for the first time since 1992. Several athletes on the Trinidad and Tobago team missed the opportunity to join Walcott on the podium, including Borel (seventh, women's shot put), Cedenio (fourth, men's 400 m), and sprinter Michelle-Lee Ahye, the first woman from her country to appear in three finals at a single edition.",500
Diving at the 2016 Summer Olympics – Women's 3 metre springboard,Summary,The women's 3 metre springboard diving competition at the 2016 Summer Olympics in Rio de Janeiro took place from 12 to 14 August at the Maria Lenk Aquatic Center in Barra da Tijuca.,45
Diving at the 2016 Summer Olympics – Women's 3 metre springboard,Format,"The competition was held in three rounds:

Preliminary round: All 29 divers performed five dives; the top 18 divers advanced to the semi-final.
Semi-final: The 18 divers performed five dives; the scores of the qualifications were erased and the top 12 divers advance to the final.
Final: The 12 divers performed five dives; the semi-final scores were erased and the top three divers win the gold, silver and bronze medals accordingly.",98
Cambodia at the 2016 Summer Olympics,Summary,"Cambodia competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. The nation's participation marked its sixth consecutive appearance at the Summer Olympics, although it had previously appeared in three editions (1956, 1964, and 1972) under the name Kampuchea.
National Olympic Committee of Cambodia sent a total of six athletes, two men and four women, to the Games, competing only in athletics, swimming, taekwondo, and freestyle wrestling, the country's sporting debut in Rio de Janeiro. Five of them, including freestyle swimmer and three-time Olympian Hemthon Vitiny, received their spots to compete at the Games by wild card entries. Taekwondo fighter Sorn Seavmey, the only qualified sportswoman on merit, led the team as Cambodia's flag bearer in the opening ceremony. Cambodia, however, has yet to win its first Olympic medal.",197
Cambodia at the 2016 Summer Olympics,Athletics,"Cambodian athletes achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event):

Key
Note – Ranks given for track events are within the athlete's heat only
Q = Qualified for the next round
q = Qualified for the next round as a fastest loser or, in field events, by position without achieving the qualifying target
NR = National record
N/A = Round not applicable for the event
Bye = Athlete not required to compete in round
Track & road events",115
